# list of object assets to load in this scene
[ASSETS]
mario.txt
coin.txt
cloud.txt
brick.txt
NonColliderObject.txt
goomba.txt
#
[OBJECTS]
# type	x	y	extra_settings per object type	TYPEOFOBJECT
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas
# See OBJECT_TYPE constants in AssetIDs.h

#NonColliderObject
6	90	150	60000
6	190	165	60001
6	207	165	60001
6	224	165	60001

# MARIO
0	120	10

#COIN
4	100	120
4	120	120
4	140	120
4	160	120
4	180	120


4	100	100
4	120	100
4	140	100
4	160	100
4	180	100

4	100	80
4	120	80
4	140	80
4	160	80
4	180	80

#Brick2
1	312	101	16	15	32	51000	52000	53000	10021
1	328	101	16	15	32	51000	52000	53000	10022
1	344	101	16	15	32	51000	52000	53000	10023
1	312	117	16	15	32	51000	52000	53000	10024
1	328	117	16	15	32	51000	52000	53000	10025
1	344	117	16	15	32	51000	52000	53000	10026
1	312	133	16	15	32	51000	52000	53000	10024
1	328	133	16	15	32	51000	52000	53000	10025
1	344	133	16	15	32	51000	52000	53000	10026
1	312	149	16	15	32	51000	52000	53000	10024
1	328	149	16	15	32	51000	52000	53000	10025
1	344	149	16	15	32	51000	52000	53000	10026
1	312	165	16	15	32	51000	52000	53000	10027
1	328	165	16	15	32	51000	52000	53000	10028
1	344	165	16	15	32	51000	52000	53000	10029


#Brick1
1	280	133	16	15	32	51000	52000	53000	10011
1	296	133	16	15	32	51000	52000	53000	10012
1	312	133	16	15	32	51000	52000	53000	10013
1	280	149	16	15	32	51000	52000	53000	10014
1	296	149	16	15	32	51000	52000	53000	10015
1	312	149	16	15	32	51000	52000	53000	10016
1	280	165	16	15	32	51000	52000	53000	10017
1	296	165	16	15	32	51000	52000	53000	10018
1	312	165	16	15	32	51000	52000	53000	10019



#Platform
1 	7	180	16	15	32	51000	52000	53000	10000
1 	22	180	16	15	32	51000	52000	53000	10001
1 	37	180	16	15	32	51000	52000	53000	10001
1 	52	180	16	15	32	51000	52000	53000	10001
1 	67	180	16	15	32	51000	52000	53000	10001
1 	82	180	16	15	32	51000	52000	53000	10001
1 	97	180	16	15	32	51000	52000	53000	10001
1 	112	180	16	15	32	51000	52000	53000	10001
1 	127	180	16	15	32	51000	52000	53000	10001
1 	142	180	16	15	32	51000	52000	53000	10001
1 	157	180	16	15	32	51000	52000	53000	10001
1 	172	180	16	15	32	51000	52000	53000	10001
1 	187	180	16	15	32	51000	52000	53000	10001
1 	202	180	16	15	32	51000	52000	53000	10001
1 	217	180	16	15	32	51000	52000	53000	10001
1 	232	180	16	15	32	51000	52000	53000	10001
1 	247	180	16	15	32	51000	52000	53000	10001
1 	262	180	16	15	32	51000	52000	53000	10001
1 	277	180	16	15	32	51000	52000	53000	10001
1 	292	180	16	15	32	51000	52000	53000	10001
1 	307	180	16	15	32	51000	52000	53000	10001
1 	322	180	16	15	32	51000	52000	53000	10001
1 	337	180	16	15	32	51000	52000	53000	10001
1 	352	180	16	15	32	51000	52000	53000	10001
1 	367	180	16	15	32	51000	52000	53000	10001
1 	382	180	16	15	32	51000	52000	53000	10001

2	300	100


#Portal 
50	200	100	216	180	1

